"dataset","cluster","tf","deltaPagoda","n_targets","cor_score_targets"
"MilCOVID_Azimuthl2","cDC2","LEF1",1.32616276869487,30,0.53893595537983
"MilCOVID_Azimuthl2","cDC2","ID3",1.36970226607472,40,0.824027870554631
"MilCOVID_Azimuthl2","cDC2","ZBTB7A",1.59403801533667,40,0.63408507857133
"MilCOVID_Azimuthl2","cDC2","XBP1",1.60501974353852,40,0.897802351103116
"MilCOVID_Azimuthl2","cDC2","OSR2",1.65175608079627,40,0.889271353957394
"MilCOVID_Azimuthl2","cDC2","MITF",1.660874223882,40,0.833081268937874
"MilCOVID_Azimuthl2","cDC2","SPIB",1.6824295965049,40,0.76029446181217
"MilCOVID_Azimuthl2","cDC2","ZNF331",1.72334070925373,40,0.848592767933481
"MilCOVID_Azimuthl2","cDC2","TEAD1",1.74668643740949,28,0.848234887380121
"MilCOVID_Azimuthl2","cDC2","NKX6-1",1.90980027243418,40,0.728323158174576
"MilCOVID_Azimuthl2","cDC2","RORA",1.95897939328774,40,0.538657405473563
"MilCOVID_Azimuthl2","cDC2","MAFB",1.99728299622707,40,0.819362148180539
"MilCOVID_Azimuthl2","cDC2","ZFY",2.12959640855068,40,0.782574242876979
"MilCOVID_Azimuthl2","cDC2","KLF13",2.19907525500201,40,0.828437153064318
"MilCOVID_Azimuthl2","cDC2","E2F7",2.20063446695417,40,0.853571967671274
"MilCOVID_Azimuthl2","cDC2","MEF2C",2.20308028209134,40,0.635276365795765
"MilCOVID_Azimuthl2","cDC2","ITGB2",2.28271728910601,40,0.858296787486449
"MilCOVID_Azimuthl2","cDC2","BATF3",2.34006450784665,40,0.798958790978966
"MilCOVID_Azimuthl2","cDC2","EGR2",2.3971581508953,40,0.848484323442446
"MilCOVID_Azimuthl2","cDC2","BCLAF1",2.43273816887179,40,0.670285946241699
"MilCOVID_Azimuthl2","cDC2","HOXA5",2.55222141575409,40,0.82973679322682
"MilCOVID_Azimuthl2","cDC2","CREM",2.60715279155169,40,0.890707636925189
"MilCOVID_Azimuthl2","cDC2","FOXP3",2.65327392339497,40,0.742566557005284
"MilCOVID_Azimuthl2","cDC2","HESX1",2.66236101142647,34,0.824239953005861
"MilCOVID_Azimuthl2","cDC2","CEBPD",2.68059374122314,29,0.692535148615072
"MilCOVID_Azimuthl2","cDC2","MAFF",2.76523553154362,40,0.737674653022833
"MilCOVID_Azimuthl2","cDC2","ID2",2.89814591227181,40,0.907366431943929
"MilCOVID_Azimuthl2","cDC2","REL",2.9547273618109,40,0.729030084419848
"MilCOVID_Azimuthl2","cDC2","ENO1",3.01888346067591,40,0.825825925076942
"MilCOVID_Azimuthl2","cDC2","IRX5",3.0234116794248,38,0.730732740749116
"MilCOVID_Azimuthl2","cDC2","HIF1A",3.0466418062916,40,0.832019666493136
"MilCOVID_Azimuthl2","cDC2","IKZF1",3.09720418997734,31,0.725952439835108
"MilCOVID_Azimuthl2","cDC2","ETS1",3.14675592535318,40,0.563584761054191
"MilCOVID_Azimuthl2","cDC2","DDIT3",3.17028889872392,35,0.293350015810053
"MilCOVID_Azimuthl2","cDC2","ID1",3.22913385723159,40,0.888886282172428
"MilCOVID_Azimuthl2","cDC2","SP100",3.27141297344243,34,0.677426482680296
"MilCOVID_Azimuthl2","cDC2","NR4A2",3.31664478819136,40,0.849070857534311
"MilCOVID_Azimuthl2","cDC2","NANOG",3.3600148211768,40,0.488814138433352
"MilCOVID_Azimuthl2","cDC2","NR2F2",3.42699928657721,40,0.776280708725261
"MilCOVID_Azimuthl2","cDC2","HINFP",3.46236261740935,40,0.766128125403763
"MilCOVID_Azimuthl2","cDC2","BHLHE40",3.47297892318389,40,0.90303991331765
"MilCOVID_Azimuthl2","cDC2","TCF7",3.49991889479965,31,0.719622055613622
"MilCOVID_Azimuthl2","cDC2","KLF6",3.54575531846581,40,0.843942334905107
"MilCOVID_Azimuthl2","cDC2","FOXC2",3.59031449661134,40,0.643580494685865
"MilCOVID_Azimuthl2","cDC2","MYBL1",3.60148692729305,40,0.692900673841291
"MilCOVID_Azimuthl2","cDC2","BCL11B",3.77649086562362,40,0.636157700445783
"MilCOVID_Azimuthl2","cDC2","EBF1",3.84297588568126,40,0.748082486020148
"MilCOVID_Azimuthl2","cDC2","HES1",3.87282919778002,40,0.861636822878537
"MilCOVID_Azimuthl2","cDC2","FOXP1",3.87822980651311,40,0.766517957943084
"MilCOVID_Azimuthl2","cDC2","PPARD",3.8843571717104,38,0.618799578078145
"MilCOVID_Azimuthl2","cDC2","EGR3",3.98396514144154,40,0.891923460345148
"MilCOVID_Azimuthl2","cDC2","ESR1",4.01500113476948,40,0.181548643637052
"MilCOVID_Azimuthl2","cDC2","KLF4",4.09143258756016,40,0.961782449318851
"MilCOVID_Azimuthl2","cDC2","NR4A1",4.10951774096184,40,0.494358265762474
"MilCOVID_Azimuthl2","cDC2","HIVEP1",4.2269661093359,40,0.881421282013927
"MilCOVID_Azimuthl2","cDC2","HES4",4.22753935451849,40,0.910399490233072
"MilCOVID_Azimuthl2","cDC2","MYB",4.48481228396224,40,0.787545981047849
"MilCOVID_Azimuthl2","cDC2","KLF5",4.84681122998086,40,0.849975858626653
"MilCOVID_Azimuthl2","cDC2","THRB",4.85820993722555,40,0.808111203897501
"MilCOVID_Azimuthl2","cDC2","NFIA",4.86940328246992,40,0.793805091283459
"MilCOVID_Azimuthl2","cDC2","ELF1",4.8933552698129,40,0.898057783884869
"MilCOVID_Azimuthl2","cDC2","KLF10",4.93819890216295,40,0.89590459539825
"MilCOVID_Azimuthl2","cDC2","NR4A3",5.10274131229184,40,0.592595424800623
"MilCOVID_Azimuthl2","cDC2","ZNF320",5.13434393192196,40,0.86094449933172
"MilCOVID_Azimuthl2","cDC2","AR",5.24874143162544,40,0.72842908495898
"MilCOVID_Azimuthl2","cDC2","FOSB",5.37196883053355,40,0.894411824248971
"MilCOVID_Azimuthl2","cDC2","E2F1",5.44123332976833,40,0.711342966460371
"MilCOVID_Azimuthl2","cDC2","SPI1",5.57168681931238,40,0.904523208734702
"MilCOVID_Azimuthl2","cDC2","BHLHE41",5.62263116579208,40,0.831060466043519
"MilCOVID_Azimuthl2","cDC2","IRF8",5.78213037372396,40,0.723270304073729
"MilCOVID_Azimuthl2","cDC2","IRF1",5.82607528831832,40,0.725736374829754
"MilCOVID_Azimuthl2","cDC2","NEUROG2",5.82684245089148,40,0.851471834129825
"MilCOVID_Azimuthl2","cDC2","E2F2",5.92112954216241,40,0.623506682393941
"MilCOVID_Azimuthl2","cDC2","BCL11A",5.92309219373488,40,0.642126221559786
"MilCOVID_Azimuthl2","cDC2","JUN",6.3411611096729,40,0.936415090172235
"MilCOVID_Azimuthl2","cDC2","EGR1",6.55715208797879,40,0.62628572697234
"MilCOVID_Azimuthl2","cDC2","GATA2",6.69382325788972,40,0.868127379018188
"MilCOVID_Azimuthl2","cDC2","FOS",6.71143810367623,40,0.872229135107119
"MilCOVID_Azimuthl2","cDC2","STAT3",7.00173391236646,40,0.39311963420927
"MilCOVID_Azimuthl2","cDC2","IRF7",7.15700559182773,40,0.97066024910876
"MilCOVID_Azimuthl2","cDC2","STAT2",7.41218941192253,40,0.887922549850877
"MilCOVID_Azimuthl2","cDC2","PRDM1",7.45558560183804,40,0.905452425587178
"MilCOVID_Azimuthl2","cDC2","IRF9",7.71947588279076,40,0.943386253619346
"MilCOVID_Azimuthl2","cDC2","ATF3",7.80790521360692,40,0.86723762149508
"MilCOVID_Azimuthl2","cDC2","STAT1",8.78443996777566,40,0.934565720211153
"MilCOVID_Azimuthl2","CD8_TEM","SMAD1",-3.54669337136537,40,0.446206976642781
"MilCOVID_Azimuthl2","CD8_TEM","ETS1",-3.27107400316463,40,0.432510646830976
"MilCOVID_Azimuthl2","CD8_TEM","ELF1",-3.18539820949906,40,-0.363792532315181
"MilCOVID_Azimuthl2","CD8_TEM","E2F2",-3.09332272193412,40,0.61771688424403
"MilCOVID_Azimuthl2","CD8_TEM","SP4",-3.03702281545047,40,0.154004963795424
"MilCOVID_Azimuthl2","CD8_TEM","NFATC3",-2.79656242176136,40,-0.166750466498617
"MilCOVID_Azimuthl2","CD8_TEM","BDP1",-2.782188473479,40,0.0540413256285034
"MilCOVID_Azimuthl2","CD8_TEM","BCLAF1",-2.71484516305579,40,-0.0214867662642883
"MilCOVID_Azimuthl2","CD8_TEM","EGR1",-2.6300155766243,40,0.335067330016243
"MilCOVID_Azimuthl2","CD8_TEM","ZNF683",-2.57215137111171,40,-0.225226517706183
"MilCOVID_Azimuthl2","CD8_TEM","FOS",-2.47842677886991,40,-0.0825062707859966
"MilCOVID_Azimuthl2","CD8_TEM","ATF4",-2.35649322209706,40,-0.0180885553586982
"MilCOVID_Azimuthl2","CD8_TEM","STAT3",-2.35105878470654,40,0.110838458898556
"MilCOVID_Azimuthl2","CD8_TEM","MYC",-2.2033654897346,40,0.428667477255243
"MilCOVID_Azimuthl2","CD8_TEM","E2F3",-2.07601275344998,40,0.0988150747975219
"MilCOVID_Azimuthl2","CD8_TEM","YY1",-2.03918426981875,40,0.0380236329484444
"MilCOVID_Azimuthl2","CD8_TEM","KLF13",-1.98103873932234,40,0.495237756811913
"MilCOVID_Azimuthl2","CD8_TEM","HOXB2",-1.95594097969816,40,-0.233048350015765
"MilCOVID_Azimuthl2","CD8_TEM","IRF6",-1.93960110352825,21,0.114748864636293
"MilCOVID_Azimuthl2","CD8_TEM","POU2F2",-1.88107795327187,40,0.144726602605553
"MilCOVID_Azimuthl2","CD8_TEM","TGIF1",-1.84348647445238,23,-0.184537528573546
"MilCOVID_Azimuthl2","CD8_TEM","JUND",-1.78295641745878,40,0.297418343184718
"MilCOVID_Azimuthl2","CD8_TEM","ZNF148",-1.7365596644717,40,-0.0976684280962407
"MilCOVID_Azimuthl2","CD8_TEM","MECP2",-1.73003796962507,40,-0.239046069833483
"MilCOVID_Azimuthl2","CD8_TEM","ZBTB1",-1.71740704687206,40,0.17245915137533
"MilCOVID_Azimuthl2","CD8_TEM","RUNX2",-1.65105592695563,40,-0.132328641832097
"MilCOVID_Azimuthl2","CD8_TEM","HIVEP1",-1.41318677852457,25,-0.157108632811396
"MilCOVID_Azimuthl2","CD8_TEM","SMC3",-1.35551990552033,40,-0.309391199469727
"MilCOVID_Azimuthl2","CD8_TEM","MBD2",-1.28965557956048,40,0.313622737394989
"MilCOVID_Azimuthl2","CD8_TEM","HIF1A",-1.20421651787966,35,-0.0135171630095192
"MilCOVID_Azimuthl2","CD8_TEM","CHD2",-1.19441790103964,40,-0.138540424311849
"MilCOVID_Azimuthl2","CD8_TEM","IRF1",-1.18942199231607,40,0.287536620427025
"MilCOVID_Azimuthl2","CD8_TEM","NEUROG2",-1.01453325860485,21,0.242179370816329
"MilCOVID_Azimuthl2","CD8_TEM","ZNF331",-0.904388550441575,34,0.384401881248646
"MilCOVID_Azimuthl2","CD8_TEM","ELF2",-0.766988218767377,40,-0.179762115236601
"MilCOVID_Azimuthl2","CD8_TEM","IKZF3",1.02060243291273,22,0.144372616226494
"MilCOVID_Azimuthl2","CD8_TEM","TCF4",1.11843950325819,26,0.411427415594363
"MilCOVID_Azimuthl2","CD8_TEM","MAF",1.12776583236262,40,0.525133362774559
"MilCOVID_Azimuthl2","CD8_TEM","TCF7L2",1.17693541860904,40,0.473975150439523
"MilCOVID_Azimuthl2","CD8_TEM","MAFB",1.22491890506669,29,0.393514013146024
"MilCOVID_Azimuthl2","CD8_TEM","CUX1",1.28195477563996,21,0.217776046788813
"MilCOVID_Azimuthl2","CD8_TEM","ID3",1.28373540148353,33,0.222616654619551
"MilCOVID_Azimuthl2","CD8_TEM","BACH1",1.3331236508873,33,0.463024517150502
"MilCOVID_Azimuthl2","CD8_TEM","PRDM1",1.36008199911794,40,0.671304285917827
"MilCOVID_Azimuthl2","CD8_TEM","ID2",1.38271556124251,40,0.442550821097496
"MilCOVID_Azimuthl2","CD8_TEM","HMGN3",1.48292856698023,40,0.544143078552747
"MilCOVID_Azimuthl2","CD8_TEM","RUNX3",1.48855843927406,40,0.303723570179647
"MilCOVID_Azimuthl2","CD8_TEM","ATF5",1.52521658537415,27,0.337021345384213
"MilCOVID_Azimuthl2","CD8_TEM","ZBTB7A",1.53228299706476,40,0.383699464050289
"MilCOVID_Azimuthl2","CD8_TEM","FOXN3",1.53484225937052,40,0.429449123680239
"MilCOVID_Azimuthl2","CD8_TEM","MYBL1",1.54691249545835,40,0.243498934315166
"MilCOVID_Azimuthl2","CD8_TEM","TAL1",1.56073703336044,40,0.364037997778762
"MilCOVID_Azimuthl2","CD8_TEM","EGR3",1.56863158693091,40,0.240133973434744
"MilCOVID_Azimuthl2","CD8_TEM","IKZF2",1.57337976803124,40,0.725227507290266
"MilCOVID_Azimuthl2","CD8_TEM","BHLHE40",1.5801991522967,40,0.375941270677767
"MilCOVID_Azimuthl2","CD8_TEM","IRF9",1.58317454102454,40,0.700494231624106
"MilCOVID_Azimuthl2","CD8_TEM","XBP1",1.64378251239692,40,0.799505341292237
"MilCOVID_Azimuthl2","CD8_TEM","KLF10",1.66064758760482,40,0.119339791722481
"MilCOVID_Azimuthl2","CD8_TEM","CEBPA",1.69504881070215,40,-0.0953017874159363
"MilCOVID_Azimuthl2","CD8_TEM","CEBPB",1.72241025585568,40,0.722558560825577
"MilCOVID_Azimuthl2","CD8_TEM","EWSR1",1.74393568109368,26,0.144384921791364
"MilCOVID_Azimuthl2","CD8_TEM","NR3C1",1.75074909668188,40,0.541119854042112
"MilCOVID_Azimuthl2","CD8_TEM","LEF1",1.85096989577699,25,0.54055758972762
"MilCOVID_Azimuthl2","CD8_TEM","SPIB",2.01400934966722,30,0.228942492741192
"MilCOVID_Azimuthl2","CD8_TEM","SMARCA5",2.09418368528632,40,0.526868975199433
"MilCOVID_Azimuthl2","CD8_TEM","ASCL2",2.10001236019754,40,0.329786680185751
"MilCOVID_Azimuthl2","CD8_TEM","SP100",2.11459704897204,40,0.540582325857455
"MilCOVID_Azimuthl2","CD8_TEM","JUNB",2.1404885592442,40,-0.0942259671571557
"MilCOVID_Azimuthl2","CD8_TEM","STAT2",2.17312929935297,40,0.763547189073914
"MilCOVID_Azimuthl2","CD8_TEM","IRF7",2.18910964005453,40,0.825179666281831
"MilCOVID_Azimuthl2","CD8_TEM","TCF7",2.24083181048469,40,0.526574724976701
"MilCOVID_Azimuthl2","CD8_TEM","ZBTB7C",2.28952335619264,40,0.158068737704808
"MilCOVID_Azimuthl2","CD8_TEM","CEBPZ",2.29253041189915,40,0.391999359221737
"MilCOVID_Azimuthl2","CD8_TEM","MEF2C",2.32430890110648,40,0.343153940304024
"MilCOVID_Azimuthl2","CD8_TEM","NFAT5",2.36226975474463,20,0.538042226712519
"MilCOVID_Azimuthl2","CD8_TEM","BCL11B",2.37848897993018,40,0.323680043618922
"MilCOVID_Azimuthl2","CD8_TEM","STAT1",2.47309585530553,40,0.460471174939987
"MilCOVID_Azimuthl2","CD8_TEM","FOSB",2.50706223560914,40,0.209423352966288
"MilCOVID_Azimuthl2","CD8_TEM","SMARCC1",2.60484345220447,40,0.694854157910439
"MilCOVID_Azimuthl2","CD8_TEM","GATA3",2.67233395141481,40,0.485724895444539
"MilCOVID_Azimuthl2","CD8_TEM","JUN",2.76629496170873,40,0.192848861253652
"MilCOVID_Azimuthl2","CD8_TEM","ATF3",2.80578189684455,40,0.237369151897483
"MilCOVID_Azimuthl2","CD8_TEM","HES4",2.91301865549385,40,0.30116350574182
"MilCOVID_Azimuthl2","CD8_TEM","REST",3.53988295967494,40,0.416291210942653
"MilCOVID_Azimuthl2","CD4_TCM","ETS1",-2.41217197684084,40,-0.0785570760799074
"MilCOVID_Azimuthl2","CD4_TCM","FOS",-1.85967429569941,40,0.699913137431234
"MilCOVID_Azimuthl2","CD4_TCM","MEF2A",-1.69286546168157,40,0.555166508951264
"MilCOVID_Azimuthl2","CD4_TCM","ZBTB7A",-1.67341980939614,40,0.78822229762043
"MilCOVID_Azimuthl2","CD4_TCM","EHF",-1.57064018392466,40,0.194742668060168
"MilCOVID_Azimuthl2","CD4_TCM","STAT3",-1.489016694089,40,0.312059323435853
"MilCOVID_Azimuthl2","CD4_TCM","BCLAF1",-1.34339578853426,40,0.749953968713558
"MilCOVID_Azimuthl2","CD4_TCM","KLF6",-1.27727801614795,40,0.892335268932088
"MilCOVID_Azimuthl2","CD4_TCM","PLAG1",-1.11450469667365,40,0.816697715996803
"MilCOVID_Azimuthl2","CD4_TCM","BHLHE40",-1.07173095986779,40,0.953230462974116
"MilCOVID_Azimuthl2","CD4_TCM","EGR1",-1.0491510793079,40,0.678173002164738
"MilCOVID_Azimuthl2","CD4_TCM","XBP1",-1.04445873365396,40,0.816026125187349
"MilCOVID_Azimuthl2","CD4_TCM","YY1",-1.0316267873447,40,0.0321526921208813
"MilCOVID_Azimuthl2","CD4_TCM","RXRA",-1.02919366260276,40,0.8269047726885
"MilCOVID_Azimuthl2","CD4_TCM","IRF1",-0.972533357073172,40,0.836648030401913
"MilCOVID_Azimuthl2","CD4_TCM","POU2F2",-0.952906898958687,40,0.674395471396415
"MilCOVID_Azimuthl2","CD4_TCM","GATA3",-0.947428496921666,40,0.846545316015042
"MilCOVID_Azimuthl2","CD4_TCM","BRCA1",-0.94495464454239,26,0.557424989905895
"MilCOVID_Azimuthl2","CD4_TCM","JUND",-0.943540051334146,40,0.886592646330289
"MilCOVID_Azimuthl2","CD4_TCM","CEBPB",0.914344045685733,40,0.743491421930709
"MilCOVID_Azimuthl2","CD4_TCM","BCL11A",0.949416919037846,40,0.750982684805736
"MilCOVID_Azimuthl2","CD4_TCM","MYBL2",0.966337639770486,26,0.790315181221741
"MilCOVID_Azimuthl2","CD4_TCM","HEY2",0.995227640327486,40,0.752763929271444
"MilCOVID_Azimuthl2","CD4_TCM","JDP2",1.1396361596747,24,0.695505751997609
"MilCOVID_Azimuthl2","CD4_TCM","ARID3A",1.15429244078041,40,0.818812988504727
"MilCOVID_Azimuthl2","CD4_TCM","MAFB",1.22690365546789,40,0.519840654596074
"MilCOVID_Azimuthl2","CD4_TCM","BDP1",1.28517351376728,40,0.653254635215475
"MilCOVID_Azimuthl2","CD4_TCM","EWSR1",1.38124731176239,24,0.204510266070627
"MilCOVID_Azimuthl2","CD4_TCM","TCF7L2",1.40842328892495,40,0.731635023655505
"MilCOVID_Azimuthl2","CD4_TCM","PRDM1",1.5884548840678,40,0.532831435713775
"MilCOVID_Azimuthl2","CD4_TCM","ETV7",1.62508833968568,40,0.640407666711625
"MilCOVID_Azimuthl2","CD4_TCM","IRF7",1.62552545525509,40,0.870155001372709
"MilCOVID_Azimuthl2","CD4_TCM","SP100",1.6712823604256,40,0.572365703122848
"MilCOVID_Azimuthl2","CD4_TCM","NR4A1",1.72407391492266,40,0.499786812331226
"MilCOVID_Azimuthl2","CD4_TCM","STAT2",1.79246254969548,40,0.83408377837188
"MilCOVID_Azimuthl2","CD4_TCM","IRF9",1.85189454247109,40,0.620151615953363
"MilCOVID_Azimuthl2","CD4_TCM","TWIST1",1.86342330570535,40,0.596498256950009
"MilCOVID_Azimuthl2","CD4_TCM","STAT1",2.46443551194131,40,0.679802149287813
"MilCOVID_Azimuthl2","NK","ETS1",-4.36147733598033,40,-0.171472018344678
"MilCOVID_Azimuthl2","NK","KLF3",-4.25176097888791,40,0.0081814244594392
"MilCOVID_Azimuthl2","NK","ATF3",-4.21998551187547,40,0.195766860466257
"MilCOVID_Azimuthl2","NK","ZNF148",-4.19141747316494,40,-0.176798010526788
"MilCOVID_Azimuthl2","NK","KLF7",-3.92471393911259,40,0.0366974297921101
"MilCOVID_Azimuthl2","NK","PRDM16",-3.84510955115892,37,-0.266895689625637
"MilCOVID_Azimuthl2","NK","SMC3",-3.66378322446025,40,0.473268991225363
"MilCOVID_Azimuthl2","NK","CREB1",-3.66288616401534,40,-0.193825651004072
"MilCOVID_Azimuthl2","NK","FOS",-3.57354978339778,40,-0.0796939940138008
"MilCOVID_Azimuthl2","NK","ELF1",-3.53139692818551,40,0.0671041961200941
"MilCOVID_Azimuthl2","NK","IRF1",-3.47404392767252,40,0.140074752779873
"MilCOVID_Azimuthl2","NK","BDP1",-3.23540159015452,40,0.158498913980723
"MilCOVID_Azimuthl2","NK","HES4",-3.14766167030313,40,-0.209497427618713
"MilCOVID_Azimuthl2","NK","YY1",-3.13338317409562,40,0.757995855603734
"MilCOVID_Azimuthl2","NK","NR4A1",-3.0393567162387,40,0.0423102273569395
"MilCOVID_Azimuthl2","NK","EGR1",-3.03252186587395,40,0.393799298566328
"MilCOVID_Azimuthl2","NK","IRF2",-3.02286314446419,40,0.671876851254978
"MilCOVID_Azimuthl2","NK","CEBPB",-2.98587686047201,40,-0.134025011874445
"MilCOVID_Azimuthl2","NK","MAFB",-2.96207813635445,40,0.192022920130832
"MilCOVID_Azimuthl2","NK","NFE2L2",-2.84610502756863,40,0.070216775967905
"MilCOVID_Azimuthl2","NK","ZBTB7A",-2.82091459693012,40,0.831484424064153
"MilCOVID_Azimuthl2","NK","FOXN3",-2.79184676276263,40,0.199079856942184
"MilCOVID_Azimuthl2","NK","MYBL1",-2.6828692083747,40,-0.213519740103988
"MilCOVID_Azimuthl2","NK","FOXP1",-2.64993658565958,40,-0.0257400756130828
"MilCOVID_Azimuthl2","NK","ETS2",-2.36137593192396,40,0.539163008995599
"MilCOVID_Azimuthl2","NK","ZBTB1",-2.31616068291291,40,-0.023571885782558
"MilCOVID_Azimuthl2","NK","REL",-2.21738093519619,40,0.153506213726722
"MilCOVID_Azimuthl2","NK","JUNB",-2.20457652594984,40,-0.118876001366221
"MilCOVID_Azimuthl2","NK","USF2",-2.1895361531177,40,0.778429578845482
"MilCOVID_Azimuthl2","NK","CHD2",-2.16024161877416,40,0.437642865002016
"MilCOVID_Azimuthl2","NK","EP300",-2.13979075291275,40,0.36464789535939
"MilCOVID_Azimuthl2","NK","MXI1",-2.02681332295145,40,0.444895162275021
"MilCOVID_Azimuthl2","NK","IRF3",-1.96303334102636,40,0.259734554279305
"MilCOVID_Azimuthl2","NK","MLXIP",-1.878224444317,40,0.173004527306544
"MilCOVID_Azimuthl2","NK","TCF4",-1.86640397091275,27,-0.302719044073622
"MilCOVID_Azimuthl2","NK","ID1",-1.75329625995707,40,0.163772552200391
"MilCOVID_Azimuthl2","NK","FUBP1",-1.3741051170514,40,0.191844558198966
"MilCOVID_Azimuthl2","NK","STAT3",-1.32989858755514,40,0.297838447331272
"MilCOVID_Azimuthl2","NK","TBX1",-1.32970431118147,20,-0.0362192258692192
"MilCOVID_Azimuthl2","NK","ID2",-1.31311069772001,40,0.32801845968643
"MilCOVID_Azimuthl2","NK","MBD2",-1.30018767410275,40,0.435533688935281
"MilCOVID_Azimuthl2","NK","ELF2",-1.21527106115217,40,-0.0145246682815207
"MilCOVID_Azimuthl2","NK","DDIT3",-1.20724518986599,24,-0.0862340132694938
"MilCOVID_Azimuthl2","NK","STAT4",-1.2063828333477,40,-0.313653475706931
"MilCOVID_Azimuthl2","NK","TCF7",-1.01024810925779,33,-0.19282779391307
"MilCOVID_Azimuthl2","NK","RORA",-0.532895519646027,40,0.116527147916112
"MilCOVID_Azimuthl2","NK","PURA",-0.479028988717952,40,0.613163118118237
"MilCOVID_Azimuthl2","NK","KLF5",0.962206172374787,40,0.668271521572549
"MilCOVID_Azimuthl2","NK","EWSR1",0.972860460539117,27,0.424656931558976
"MilCOVID_Azimuthl2","NK","AHRR",1.0117680965521,29,0.318121334562309
"MilCOVID_Azimuthl2","NK","IKZF1",1.16478267647691,31,0.436493587045226
"MilCOVID_Azimuthl2","NK","ITGB2",1.18125062587155,40,0.66075954864583
"MilCOVID_Azimuthl2","NK","MAZ",1.19819828552012,40,0.66448024570856
"MilCOVID_Azimuthl2","NK","BPTF",1.28950781355484,23,0.650950019719049
"MilCOVID_Azimuthl2","NK","BHLHE40",1.43001991230019,40,0.350762398210691
"MilCOVID_Azimuthl2","NK","RAD21",1.47410677071513,40,0.727090962547692
"MilCOVID_Azimuthl2","NK","IKZF3",1.51176133535435,30,0.56457481111445
"MilCOVID_Azimuthl2","NK","TBX21",1.69462413340519,40,0.452401588511665
"MilCOVID_Azimuthl2","NK","PRDM1",1.96454300269991,40,0.390079582550822
"MilCOVID_Azimuthl2","NK","NFAT5",1.99147654107977,22,0.41165632014016
"MilCOVID_Azimuthl2","NK","MECP2",2.07489301405645,40,0.698699795474293
"MilCOVID_Azimuthl2","NK","TFDP2",2.07662157015052,40,0.536919806785013
"MilCOVID_Azimuthl2","NK","SMARCA5",2.15277289299036,40,0.336036766178563
"MilCOVID_Azimuthl2","NK","BCLAF1",2.25749173852766,40,0.471048126705419
"MilCOVID_Azimuthl2","NK","ZNF683",2.35927563776478,36,0.640940564687764
"MilCOVID_Azimuthl2","NK","BACH2",2.38312022172614,40,0.362739739642141
"MilCOVID_Azimuthl2","NK","BACH1",2.5399933008166,40,0.137239545168395
"MilCOVID_Azimuthl2","NK","TCF7L2",2.62626487075438,40,0.0858600644804608
"MilCOVID_Azimuthl2","NK","REST",2.63032148114318,40,0.455469059053458
"MilCOVID_Azimuthl2","NK","CUX1",2.67514758931733,33,0.455197761763398
"MilCOVID_Azimuthl2","NK","SMAD2",2.6886902052448,34,0.578671271148926
"MilCOVID_Azimuthl2","NK","KLF13",2.70754733594208,40,0.447381683063487
"MilCOVID_Azimuthl2","NK","IRF9",2.88453740911535,40,0.636744757774158
"MilCOVID_Azimuthl2","NK","ZNF331",2.91885622541734,40,0.609655157372804
"MilCOVID_Azimuthl2","NK","IRF7",2.95914638222128,40,0.939228727839841
"MilCOVID_Azimuthl2","NK","CREM",2.97094536576796,40,0.433731769312631
"MilCOVID_Azimuthl2","NK","POLR2A",2.99963330198023,40,0.159717563296035
"MilCOVID_Azimuthl2","NK","HMGN3",3.07318072930934,40,0.479153312475766
"MilCOVID_Azimuthl2","NK","NFATC2",3.07888883995886,40,0.453441781563647
"MilCOVID_Azimuthl2","NK","BCL11B",3.10891547156928,40,0.43720280872311
"MilCOVID_Azimuthl2","NK","EGR2",3.19823526642659,21,0.513804862613392
"MilCOVID_Azimuthl2","NK","GATA3",3.19886411254641,40,0.504962363255223
"MilCOVID_Azimuthl2","NK","STAT1",3.4124661535511,40,0.827780744397503
"MilCOVID_Azimuthl2","NK","ATF4",3.43186629356409,40,0.374035743776425
"MilCOVID_Azimuthl2","NK","KLF4",3.51352592722066,40,0.193968883898796
"MilCOVID_Azimuthl2","NK","JUND",3.60092497755787,40,0.197797269760668
"MilCOVID_Azimuthl2","NK","FOSB",3.68334085913567,40,0.512340555299896
"MilCOVID_Azimuthl2","NK","KLF6",3.85653641845854,40,0.193755147667983
"MilCOVID_Azimuthl2","NK","FOSL2",3.86627891624717,40,0.598254520778807
"MilCOVID_Azimuthl2","NK","NFATC3",3.86911219474149,40,0.517484544355635
"MilCOVID_Azimuthl2","NK","JUN",3.87167375115355,40,0.436346354496434
"MilCOVID_Azimuthl2","NK","NR3C1",3.90699351007127,40,0.614152523110077
"MilCOVID_Azimuthl2","NK","NR4A2",3.95239673636946,40,0.438752127551836
"MilCOVID_Azimuthl2","NK","MAFF",4.19630376647832,40,0.193164387442414
"MilCOVID_Azimuthl2","NK","POU2F2",4.47470593984571,40,0.288083989113093
"MilCOVID_Azimuthl2","CD4_CTL","FOS",-6.02378855767863,40,0.840392440744519
"MilCOVID_Azimuthl2","CD4_CTL","STAT1",-5.89217535281018,40,0.378757965625788
"MilCOVID_Azimuthl2","CD4_CTL","IRF1",-5.5273318217565,40,0.434069296831299
"MilCOVID_Azimuthl2","CD4_CTL","KLF3",-5.30050946389231,40,0.65444484661029
"MilCOVID_Azimuthl2","CD4_CTL","KLF13",-4.94746182434949,40,0.40674651486734
