p_val,avg_logFC,Severe/Mod (pct cell expr),Healthy (pct cells expr),p_val_adj,comp,gene,clust,pt,seurat_clusters,final
7.75E-286,-0.305728631,1,1,2.60E-281,severe-mod_vs_Healthy_clust_5,RPL13,5,severe-mod,5,CDC2
9.62E-286,-0.365006083,1,1,3.23E-281,severe-mod_vs_Healthy_clust_5,RPLP1,5,severe-mod,5,CDC2
4.58E-279,-0.348172367,1,1,1.53E-274,severe-mod_vs_Healthy_clust_5,RPS2,5,severe-mod,5,CDC2
5.05E-279,-0.524976545,0.998,1,1.69E-274,severe-mod_vs_Healthy_clust_5,EEF1B2,5,severe-mod,5,CDC2
7.26E-276,-0.339688943,1,1,2.43E-271,severe-mod_vs_Healthy_clust_5,TPT1,5,severe-mod,5,CDC2
8.30E-276,-0.375187918,0.997,1,2.79E-271,severe-mod_vs_Healthy_clust_5,RPL9,5,severe-mod,5,CDC2
1.04E-275,-0.329076905,1,1,3.50E-271,severe-mod_vs_Healthy_clust_5,EEF1A1,5,severe-mod,5,CDC2
1.97E-272,-0.38657938,0.999,1,6.61E-268,severe-mod_vs_Healthy_clust_5,RPS6,5,severe-mod,5,CDC2
5.74E-272,-0.344225031,1,1,1.92E-267,severe-mod_vs_Healthy_clust_5,RPS27A,5,severe-mod,5,CDC2
1.55E-266,-0.517893562,0.996,1,5.21E-262,severe-mod_vs_Healthy_clust_5,RPL13A,5,severe-mod,5,CDC2
2.36E-266,-0.346780971,1,1,7.91E-262,severe-mod_vs_Healthy_clust_5,RPL10,5,severe-mod,5,CDC2
1.16E-253,-0.460869289,0.993,1,3.88E-249,severe-mod_vs_Healthy_clust_5,RPS11,5,severe-mod,5,CDC2
9.49E-252,-0.33468841,0.999,1,3.18E-247,severe-mod_vs_Healthy_clust_5,RPS8,5,severe-mod,5,CDC2
5.69E-245,0.858006514,0.874,0.358,1.91E-240,severe-mod_vs_Healthy_clust_5,MX1,5,severe-mod,5,CDC2
2.32E-243,-0.639878016,0.99,1,7.77E-239,severe-mod_vs_Healthy_clust_5,RPL27A,5,severe-mod,5,CDC2
8.72E-241,-0.355447639,0.999,1,2.92E-236,severe-mod_vs_Healthy_clust_5,RPL23A,5,severe-mod,5,CDC2
6.54E-236,0.806003236,0.992,0.979,2.19E-231,severe-mod_vs_Healthy_clust_5,TYMP,5,severe-mod,5,CDC2
9.88E-236,-0.501716656,0.993,1,3.31E-231,severe-mod_vs_Healthy_clust_5,RPL23,5,severe-mod,5,CDC2
3.18E-235,-0.415757001,0.997,1,1.07E-230,severe-mod_vs_Healthy_clust_5,RPL7,5,severe-mod,5,CDC2
4.44E-233,-0.285304863,1,1,1.49E-228,severe-mod_vs_Healthy_clust_5,RPS24,5,severe-mod,5,CDC2
1.22E-229,-0.299624666,1,1,4.08E-225,severe-mod_vs_Healthy_clust_5,RPL7A,5,severe-mod,5,CDC2
3.06E-229,0.447134949,0.506,0.045,1.03E-224,severe-mod_vs_Healthy_clust_5,JCHAIN,5,severe-mod,5,CDC2
4.34E-228,0.774514172,0.984,0.915,1.45E-223,severe-mod_vs_Healthy_clust_5,IFITM2,5,severe-mod,5,CDC2
2.68E-223,-0.338086385,1,1,9.00E-219,severe-mod_vs_Healthy_clust_5,RPL21,5,severe-mod,5,CDC2
5.46E-223,0.843757593,0.923,0.613,1.83E-218,severe-mod_vs_Healthy_clust_5,XAF1,5,severe-mod,5,CDC2
6.75E-218,-0.269039754,0.998,1,2.26E-213,severe-mod_vs_Healthy_clust_5,RPL18A,5,severe-mod,5,CDC2
7.61E-217,-0.404888279,0.999,1,2.55E-212,severe-mod_vs_Healthy_clust_5,RPLP0,5,severe-mod,5,CDC2
2.08E-216,0.711553593,0.898,0.505,6.97E-212,severe-mod_vs_Healthy_clust_5,EPSTI1,5,severe-mod,5,CDC2
3.27E-215,-0.300821034,0.997,1,1.10E-210,severe-mod_vs_Healthy_clust_5,RPS16,5,severe-mod,5,CDC2
3.32E-209,-0.510574799,0.986,1,1.11E-204,severe-mod_vs_Healthy_clust_5,RPS20,5,severe-mod,5,CDC2
2.89E-208,-0.321756776,1,1,9.69E-204,severe-mod_vs_Healthy_clust_5,RPS23,5,severe-mod,5,CDC2
4.31E-206,-0.274574266,1,1,1.44E-201,severe-mod_vs_Healthy_clust_5,RPL29,5,severe-mod,5,CDC2
1.62E-202,-0.275439781,1,1,5.44E-198,severe-mod_vs_Healthy_clust_5,RPL6,5,severe-mod,5,CDC2
6.10E-202,-0.276409399,1,1,2.05E-197,severe-mod_vs_Healthy_clust_5,RPL15,5,severe-mod,5,CDC2
6.72E-197,-0.316811431,0.997,1,2.25E-192,severe-mod_vs_Healthy_clust_5,RPL10A,5,severe-mod,5,CDC2
1.52E-192,-0.321620265,0.999,1,5.11E-188,severe-mod_vs_Healthy_clust_5,RPL5,5,severe-mod,5,CDC2
1.69E-190,-0.26328548,0.999,1,5.68E-186,severe-mod_vs_Healthy_clust_5,RPS7,5,severe-mod,5,CDC2
7.38E-186,0.541517375,0.521,0.088,2.47E-181,severe-mod_vs_Healthy_clust_5,IFITM1,5,severe-mod,5,CDC2
1.29E-184,0.488712183,0.653,0.181,4.31E-180,severe-mod_vs_Healthy_clust_5,IFI44,5,severe-mod,5,CDC2
3.14E-184,-0.290646253,1,1,1.05E-179,severe-mod_vs_Healthy_clust_5,RPS3,5,severe-mod,5,CDC2
2.56E-182,-0.25788024,1,1,8.59E-178,severe-mod_vs_Healthy_clust_5,RPS12,5,severe-mod,5,CDC2
7.68E-176,1.0060841,0.898,0.643,2.58E-171,severe-mod_vs_Healthy_clust_5,ISG15,5,severe-mod,5,CDC2
2.85E-165,-0.400176878,0.976,0.997,9.55E-161,severe-mod_vs_Healthy_clust_5,TOMM7,5,severe-mod,5,CDC2
1.69E-154,0.956930354,0.859,0.553,5.66E-150,severe-mod_vs_Healthy_clust_5,MT2A,5,severe-mod,5,CDC2
3.08E-153,-0.255873629,0.997,1,1.03E-148,severe-mod_vs_Healthy_clust_5,RPL24,5,severe-mod,5,CDC2
1.41E-151,-0.471371944,0.995,1,4.73E-147,severe-mod_vs_Healthy_clust_5,RPS26,5,severe-mod,5,CDC2
9.13E-149,0.5101779,1,1,3.06E-144,severe-mod_vs_Healthy_clust_5,HLA-DRB1,5,severe-mod,5,CDC2
1.82E-144,0.52156359,0.921,0.727,6.12E-140,severe-mod_vs_Healthy_clust_5,PLSCR1,5,severe-mod,5,CDC2
2.67E-144,0.565003683,0.833,0.492,8.94E-140,severe-mod_vs_Healthy_clust_5,IRF7,5,severe-mod,5,CDC2
4.90E-143,-0.928098852,0.316,0.858,1.64E-138,severe-mod_vs_Healthy_clust_5,HLA-DQA2,5,severe-mod,5,CDC2
1.63E-134,-0.257624997,0.998,1,5.46E-130,severe-mod_vs_Healthy_clust_5,RPL27,5,severe-mod,5,CDC2
1.35E-133,-0.282162458,0.998,1,4.52E-129,severe-mod_vs_Healthy_clust_5,RPL37A,5,severe-mod,5,CDC2
6.76E-126,0.316235969,0.998,1,2.27E-121,severe-mod_vs_Healthy_clust_5,HLA-A,5,severe-mod,5,CDC2
2.73E-124,0.48211776,0.812,0.488,9.14E-120,severe-mod_vs_Healthy_clust_5,EIF2AK2,5,severe-mod,5,CDC2
2.57E-122,0.302211869,1,1,8.63E-118,severe-mod_vs_Healthy_clust_5,ACTB,5,severe-mod,5,CDC2
9.43E-121,-0.252370168,0.998,1,3.16E-116,severe-mod_vs_Healthy_clust_5,RPS5,5,severe-mod,5,CDC2
8.21E-118,-0.255553132,1,1,2.75E-113,severe-mod_vs_Healthy_clust_5,RPS27,5,severe-mod,5,CDC2
8.99E-118,0.267154647,0.999,1,3.02E-113,severe-mod_vs_Healthy_clust_5,PFN1,5,severe-mod,5,CDC2
6.19E-117,0.581615501,0.924,0.665,2.08E-112,severe-mod_vs_Healthy_clust_5,HIST1H1E,5,severe-mod,5,CDC2
1.37E-114,0.457916456,0.922,0.735,4.58E-110,severe-mod_vs_Healthy_clust_5,KLF10,5,severe-mod,5,CDC2
2.22E-106,-1.04619294,0.053,0.442,7.44E-102,severe-mod_vs_Healthy_clust_5,RPS4Y1,5,severe-mod,5,CDC2
4.72E-106,-0.332314911,0.952,0.99,1.58E-101,severe-mod_vs_Healthy_clust_5,EIF3L,5,severe-mod,5,CDC2
1.05E-104,0.361279994,0.379,0.081,3.53E-100,severe-mod_vs_Healthy_clust_5,IFIT3,5,severe-mod,5,CDC2
1.41E-104,-0.31536345,0.991,1,4.75E-100,severe-mod_vs_Healthy_clust_5,RPL38,5,severe-mod,5,CDC2
9.88E-97,-0.4870756,0.999,1,3.31E-92,severe-mod_vs_Healthy_clust_5,HLA-DPB1,5,severe-mod,5,CDC2
1.25E-94,0.881238395,0.807,0.578,4.20E-90,severe-mod_vs_Healthy_clust_5,MTRNR2L8,5,severe-mod,5,CDC2
2.41E-94,0.28312368,0.994,0.995,8.09E-90,severe-mod_vs_Healthy_clust_5,TPM3,5,severe-mod,5,CDC2
3.56E-94,0.424281833,0.955,0.838,1.19E-89,severe-mod_vs_Healthy_clust_5,SELL,5,severe-mod,5,CDC2
1.11E-93,0.450536367,0.894,0.708,3.71E-89,severe-mod_vs_Healthy_clust_5,RNF213,5,severe-mod,5,CDC2
1.65E-93,0.418054913,0.887,0.726,5.54E-89,severe-mod_vs_Healthy_clust_5,UBE2L6,5,severe-mod,5,CDC2
1.27E-91,0.28039819,0.995,0.998,4.26E-87,severe-mod_vs_Healthy_clust_5,ARPC1B,5,severe-mod,5,CDC2
5.38E-91,0.340946268,0.6,0.264,1.81E-86,severe-mod_vs_Healthy_clust_5,OAS2,5,severe-mod,5,CDC2
1.99E-90,-0.262507354,0.991,0.999,6.69E-86,severe-mod_vs_Healthy_clust_5,RPL31,5,severe-mod,5,CDC2
2.81E-89,0.440758285,0.806,0.52,9.44E-85,severe-mod_vs_Healthy_clust_5,STAT1,5,severe-mod,5,CDC2
4.39E-88,-0.32453495,0.99,1,1.47E-83,severe-mod_vs_Healthy_clust_5,MT-ND3,5,severe-mod,5,CDC2
9.40E-88,0.472288763,0.752,0.476,3.15E-83,severe-mod_vs_Healthy_clust_5,MX2,5,severe-mod,5,CDC2
1.04E-86,0.396024195,0.718,0.431,3.49E-82,severe-mod_vs_Healthy_clust_5,SAMD9L,5,severe-mod,5,CDC2
5.66E-86,-0.675832073,0.711,0.893,1.90E-81,severe-mod_vs_Healthy_clust_5,CLEC10A,5,severe-mod,5,CDC2
4.23E-85,0.277991815,0.481,0.172,1.42E-80,severe-mod_vs_Healthy_clust_5,OAS3,5,severe-mod,5,CDC2
8.30E-84,0.389500452,0.837,0.622,2.78E-79,severe-mod_vs_Healthy_clust_5,HIF1A,5,severe-mod,5,CDC2
1.09E-83,0.341776806,0.972,0.945,3.67E-79,severe-mod_vs_Healthy_clust_5,BST2,5,severe-mod,5,CDC2
1.87E-83,0.353179344,0.985,0.985,6.27E-79,severe-mod_vs_Healthy_clust_5,HNRNPU,5,severe-mod,5,CDC2
8.99E-83,0.444078783,0.911,0.51,3.02E-78,severe-mod_vs_Healthy_clust_5,XIST,5,severe-mod,5,CDC2
1.79E-82,0.334442557,0.692,0.379,6.01E-78,severe-mod_vs_Healthy_clust_5,PARP9,5,severe-mod,5,CDC2
3.79E-82,-0.301368728,0.918,0.98,1.27E-77,severe-mod_vs_Healthy_clust_5,SEC11A,5,severe-mod,5,CDC2
5.63E-82,0.430920383,0.808,0.579,1.89E-77,severe-mod_vs_Healthy_clust_5,PARP14,5,severe-mod,5,CDC2
6.18E-82,0.363507419,0.986,0.967,2.07E-77,severe-mod_vs_Healthy_clust_5,PSME2,5,severe-mod,5,CDC2
2.33E-81,-0.293747671,0.933,0.985,7.81E-77,severe-mod_vs_Healthy_clust_5,NOP53,5,severe-mod,5,CDC2
3.78E-79,0.32484525,0.971,0.945,1.27E-74,severe-mod_vs_Healthy_clust_5,PDIA3,5,severe-mod,5,CDC2
8.21E-79,0.309985272,0.97,0.952,2.75E-74,severe-mod_vs_Healthy_clust_5,PPDPF,5,severe-mod,5,CDC2
2.38E-77,0.438544787,0.964,0.915,7.99E-73,severe-mod_vs_Healthy_clust_5,NAMPT,5,severe-mod,5,CDC2
1.79E-76,-0.260633295,0.974,0.99,6.02E-72,severe-mod_vs_Healthy_clust_5,EIF3F,5,severe-mod,5,CDC2
1.17E-75,0.317221087,0.816,0.579,3.93E-71,severe-mod_vs_Healthy_clust_5,NAPA,5,severe-mod,5,CDC2
1.92E-75,0.279165174,0.987,0.99,6.45E-71,severe-mod_vs_Healthy_clust_5,RBM39,5,severe-mod,5,CDC2
1.14E-72,0.318020101,0.732,0.456,3.82E-68,severe-mod_vs_Healthy_clust_5,CUL1,5,severe-mod,5,CDC2
2.97E-72,-0.267944073,0.971,0.991,9.97E-68,severe-mod_vs_Healthy_clust_5,EIF3E,5,severe-mod,5,CDC2
4.98E-71,0.568518448,0.971,0.907,1.67E-66,severe-mod_vs_Healthy_clust_5,AC020656.1,5,severe-mod,5,CDC2
6.48E-71,-0.335251638,0.042,0.333,2.17E-66,severe-mod_vs_Healthy_clust_5,DDX3Y,5,severe-mod,5,CDC2
6.49E-71,0.306436909,0.978,0.985,2.18E-66,severe-mod_vs_Healthy_clust_5,PKM,5,severe-mod,5,CDC2
1.67E-68,-0.250925072,0.991,1,5.59E-64,severe-mod_vs_Healthy_clust_5,LST1,5,severe-mod,5,CDC2
1.89E-67,0.267583191,0.478,0.198,6.32E-63,severe-mod_vs_Healthy_clust_5,CMPK2,5,severe-mod,5,CDC2
2.20E-67,0.302148574,0.947,0.887,7.39E-63,severe-mod_vs_Healthy_clust_5,LGALS9,5,severe-mod,5,CDC2
6.87E-66,0.331032358,0.849,0.642,2.31E-61,severe-mod_vs_Healthy_clust_5,PIM3,5,severe-mod,5,CDC2
7.95E-66,-0.285221261,0.945,0.991,2.67E-61,severe-mod_vs_Healthy_clust_5,BRI3,5,severe-mod,5,CDC2
1.13E-65,0.324618651,0.898,0.786,3.79E-61,severe-mod_vs_Healthy_clust_5,CCND3,5,severe-mod,5,CDC2
4.24E-65,-0.287997025,0.949,0.983,1.42E-60,severe-mod_vs_Healthy_clust_5,ZFAS1,5,severe-mod,5,CDC2
4.81E-65,0.294545512,0.804,0.592,1.61E-60,severe-mod_vs_Healthy_clust_5,MBOAT7,5,severe-mod,5,CDC2
3.49E-63,0.288214069,0.96,0.934,1.17E-58,severe-mod_vs_Healthy_clust_5,TRA2B,5,severe-mod,5,CDC2
5.98E-62,0.266071192,0.963,0.935,2.01E-57,severe-mod_vs_Healthy_clust_5,RHOG,5,severe-mod,5,CDC2
7.84E-60,0.340290296,0.879,0.754,2.63E-55,severe-mod_vs_Healthy_clust_5,SP110,5,severe-mod,5,CDC2
4.30E-59,0.309675108,0.954,0.913,1.44E-54,severe-mod_vs_Healthy_clust_5,LAP3,5,severe-mod,5,CDC2
1.78E-58,0.272086816,0.962,0.937,5.98E-54,severe-mod_vs_Healthy_clust_5,EIF5A,5,severe-mod,5,CDC2
1.82E-58,0.269871998,0.989,0.974,6.09E-54,severe-mod_vs_Healthy_clust_5,STK17B,5,severe-mod,5,CDC2
7.84E-57,0.356888464,0.945,0.912,2.63E-52,severe-mod_vs_Healthy_clust_5,CALR,5,severe-mod,5,CDC2
1.21E-56,0.404274961,0.742,0.479,4.05E-52,severe-mod_vs_Healthy_clust_5,HIST1H1D,5,severe-mod,5,CDC2
3.28E-55,-0.329822201,1,1,1.10E-50,severe-mod_vs_Healthy_clust_5,HLA-DPA1,5,severe-mod,5,CDC2
3.62E-55,0.298794039,0.741,0.503,1.21E-50,severe-mod_vs_Healthy_clust_5,HIST1H1C,5,severe-mod,5,CDC2
3.40E-53,0.273293077,0.929,0.839,1.14E-48,severe-mod_vs_Healthy_clust_5,GLIPR2,5,severe-mod,5,CDC2
8.79E-53,0.333137185,0.557,0.309,2.95E-48,severe-mod_vs_Healthy_clust_5,ISG20,5,severe-mod,5,CDC2
1.68E-52,0.267490985,0.714,0.481,5.63E-48,severe-mod_vs_Healthy_clust_5,IFI35,5,severe-mod,5,CDC2
1.81E-52,0.336718576,0.892,0.758,6.07E-48,severe-mod_vs_Healthy_clust_5,TOB1,5,severe-mod,5,CDC2
3.59E-52,-0.272353016,0.35,0.604,1.20E-47,severe-mod_vs_Healthy_clust_5,BATF3,5,severe-mod,5,CDC2
5.94E-52,0.267728885,0.971,0.962,1.99E-47,severe-mod_vs_Healthy_clust_5,PTP4A2,5,severe-mod,5,CDC2
9.47E-52,0.252215199,0.996,0.997,3.18E-47,severe-mod_vs_Healthy_clust_5,SAMHD1,5,severe-mod,5,CDC2
2.38E-51,-0.356678672,0.607,0.996,7.97E-47,severe-mod_vs_Healthy_clust_5,HLA-DRB5,5,severe-mod,5,CDC2
2.09E-50,0.39175099,0.327,0.118,7.01E-46,severe-mod_vs_Healthy_clust_5,CCL3L1,5,severe-mod,5,CDC2
2.16E-50,-0.273298073,0.752,0.877,7.25E-46,severe-mod_vs_Healthy_clust_5,SNHG8,5,severe-mod,5,CDC2
1.75E-49,0.307338378,0.844,0.707,5.87E-45,severe-mod_vs_Healthy_clust_5,CLK1,5,severe-mod,5,CDC2
9.50E-49,0.254792644,0.968,0.949,3.19E-44,severe-mod_vs_Healthy_clust_5,PSMB9,5,severe-mod,5,CDC2
7.88E-48,0.275966753,0.832,0.661,2.64E-43,severe-mod_vs_Healthy_clust_5,ADAR,5,severe-mod,5,CDC2
3.65E-47,0.308590013,0.974,0.941,1.22E-42,severe-mod_vs_Healthy_clust_5,HSP90B1,5,severe-mod,5,CDC2
7.29E-47,0.26276365,0.89,0.769,2.45E-42,severe-mod_vs_Healthy_clust_5,ZYX,5,severe-mod,5,CDC2
9.21E-46,0.692180927,0.928,0.922,3.09E-41,severe-mod_vs_Healthy_clust_5,JUN,5,severe-mod,5,CDC2
3.70E-45,0.420050338,0.994,0.993,1.24E-40,severe-mod_vs_Healthy_clust_5,ZFP36,5,severe-mod,5,CDC2
1.85E-43,-0.51231397,0.477,0.691,6.21E-39,severe-mod_vs_Healthy_clust_5,MS4A6A,5,severe-mod,5,CDC2
1.88E-42,0.267752589,0.962,0.938,6.31E-38,severe-mod_vs_Healthy_clust_5,CD63,5,severe-mod,5,CDC2
2.49E-42,0.266425895,0.974,0.979,8.35E-38,severe-mod_vs_Healthy_clust_5,TIMP1,5,severe-mod,5,CDC2
3.03E-41,0.264578919,0.635,0.423,1.02E-36,severe-mod_vs_Healthy_clust_5,SAMD9,5,severe-mod,5,CDC2
3.37E-41,0.318629423,0.712,0.543,1.13E-36,severe-mod_vs_Healthy_clust_5,OAS1,5,severe-mod,5,CDC2
2.57E-40,0.323752029,0.831,0.704,8.61E-36,severe-mod_vs_Healthy_clust_5,SNHG15,5,severe-mod,5,CDC2
3.50E-39,0.250456668,0.768,0.592,1.17E-34,severe-mod_vs_Healthy_clust_5,SH3BP5,5,severe-mod,5,CDC2
2.19E-38,0.283586601,0.775,0.599,7.33E-34,severe-mod_vs_Healthy_clust_5,CTSD,5,severe-mod,5,CDC2
2.94E-38,0.340239496,0.875,0.77,9.84E-34,severe-mod_vs_Healthy_clust_5,DDIT4,5,severe-mod,5,CDC2
3.99E-38,0.342450045,1,1,1.34E-33,severe-mod_vs_Healthy_clust_5,FOS,5,severe-mod,5,CDC2
9.09E-38,0.322903961,0.678,0.484,3.05E-33,severe-mod_vs_Healthy_clust_5,GBP1,5,severe-mod,5,CDC2
2.98E-37,0.255172221,0.92,0.872,9.99E-33,severe-mod_vs_Healthy_clust_5,TPM4,5,severe-mod,5,CDC2
6.30E-36,0.351945111,0.912,0.854,2.11E-31,severe-mod_vs_Healthy_clust_5,H1FX,5,severe-mod,5,CDC2
1.36E-34,0.368074598,0.472,0.278,4.55E-30,severe-mod_vs_Healthy_clust_5,RNASE2,5,severe-mod,5,CDC2
2.46E-32,-0.321518802,0.923,0.947,8.26E-28,severe-mod_vs_Healthy_clust_5,FCER1A,5,severe-mod,5,CDC2
1.00E-31,0.251178467,0.615,0.441,3.36E-27,severe-mod_vs_Healthy_clust_5,NEU1,5,severe-mod,5,CDC2
2.55E-26,0.289591866,0.995,0.995,8.55E-22,severe-mod_vs_Healthy_clust_5,HLA-DQA1,5,severe-mod,5,CDC2
5.99E-26,0.277129842,0.703,0.528,2.01E-21,severe-mod_vs_Healthy_clust_5,CFD,5,severe-mod,5,CDC2
1.64E-25,0.251685851,0.919,0.856,5.48E-21,severe-mod_vs_Healthy_clust_5,MAP3K8,5,severe-mod,5,CDC2
2.57E-25,0.302281745,0.936,0.918,8.61E-21,severe-mod_vs_Healthy_clust_5,HSPA5,5,severe-mod,5,CDC2
2.68E-25,0.353521687,0.72,0.615,8.97E-21,severe-mod_vs_Healthy_clust_5,ATF3,5,severe-mod,5,CDC2
2.47E-23,0.289757683,0.832,0.772,8.27E-19,severe-mod_vs_Healthy_clust_5,YBX3,5,severe-mod,5,CDC2
8.78E-22,0.504887279,0.579,0.413,2.95E-17,severe-mod_vs_Healthy_clust_5,AREG,5,severe-mod,5,CDC2
1.40E-21,0.269853332,0.739,0.657,4.70E-17,severe-mod_vs_Healthy_clust_5,GRASP,5,severe-mod,5,CDC2
2.48E-21,0.291013866,0.987,0.991,8.31E-17,severe-mod_vs_Healthy_clust_5,NEAT1,5,severe-mod,5,CDC2
2.56E-17,0.263671255,0.981,0.986,8.59E-13,severe-mod_vs_Healthy_clust_5,IER2,5,severe-mod,5,CDC2
3.40E-08,0.345255083,0.451,0.374,0.001139366,severe-mod_vs_Healthy_clust_5,EREG,5,severe-mod,5,CDC2
1.93E-07,0.268138957,0.987,0.998,0.0064789,severe-mod_vs_Healthy_clust_5,DUSP1,5,severe-mod,5,CDC2
1.93E-06,0.295514364,0.411,0.345,0.064749283,severe-mod_vs_Healthy_clust_5,CCL3,5,severe-mod,5,CDC2
9.86E-06,0.287198283,0.833,0.832,0.330539458,severe-mod_vs_Healthy_clust_5,S100A9,5,severe-mod,5,CDC2
3.32E-05,0.370647157,0.673,0.643,1,severe-mod_vs_Healthy_clust_5,S100A8,5,severe-mod,5,CDC2
0,4.062745355,0.853,0.003,0,severe-mod_vs_Healthy_clust_6,IFI27,6,severe-mod,6,PLATE_1
1.38E-242,2.947646698,0.77,0.095,4.62E-238,severe-mod_vs_Healthy_clust_6,IFITM3,6,severe-mod,6,PLATE_1
1.47E-204,3.630405937,0.647,0.011,4.94E-200,severe-mod_vs_Healthy_clust_6,CST7,6,severe-mod,6,PLATE_1
2.22E-187,2.402443247,0.613,0.008,7.44E-183,severe-mod_vs_Healthy_clust_6,JCHAIN,6,severe-mod,6,PLATE_1
1.54E-165,-1.102021097,0.668,0.928,5.17E-161,severe-mod_vs_Healthy_clust_6,NCOA4,6,severe-mod,6,PLATE_1
6.19E-158,2.404456409,0.555,0.016,2.08E-153,severe-mod_vs_Healthy_clust_6,IFI6,6,severe-mod,6,PLATE_1
3.48E-144,-1.552068459,0.244,0.64,1.17E-139,severe-mod_vs_Healthy_clust_6,PDZK1IP1,6,severe-mod,6,PLATE_1
8.03E-131,-0.722155945,0.793,0.966,2.69E-126,severe-mod_vs_Healthy_clust_6,GNAS,6,severe-mod,6,PLATE_1
2.30E-125,-1.165060471,0.311,0.686,7.72E-121,severe-mod_vs_Healthy_clust_6,TSPAN33,6,severe-mod,6,PLATE_1
1.95E-112,0.752728756,0.965,0.864,6.53E-108,severe-mod_vs_Healthy_clust_6,PTMA,6,severe-mod,6,PLATE_1
1.00E-103,1.773044427,0.434,0.029,3.35E-99,severe-mod_vs_Healthy_clust_6,LY6E,6,severe-mod,6,PLATE_1
6.06E-102,-1.070304958,0.27,0.616,2.03E-97,severe-mod_vs_Healthy_clust_6,AC147651.1,6,severe-mod,6,PLATE_1
4.33E-99,-0.651520858,0.772,0.939,1.45E-94,severe-mod_vs_Healthy_clust_6,TUBA4A,6,severe-mod,6,PLATE_1
6.42E-92,0.562824678,0.963,0.943,2.15E-87,severe-mod_vs_Healthy_clust_6,ITM2B,6,severe-mod,6,PLATE_1
3.37E-86,-0.492194648,0.995,0.999,1.13E-81,severe-mod_vs_Healthy_clust_6,TMSB4X,6,severe-mod,6,PLATE_1
1.04E-82,-0.518781929,0.948,0.991,3.48E-78,severe-mod_vs_Healthy_clust_6,MT-CO3,6,severe-mod,6,PLATE_1
8.11E-76,1.361936974,0.452,0.097,2.72E-71,severe-mod_vs_Healthy_clust_6,S100A8,6,severe-mod,6,PLATE_1
2.06E-74,-0.708976551,0.516,0.754,6.90E-70,severe-mod_vs_Healthy_clust_6,DYNLL1,6,severe-mod,6,PLATE_1
8.13E-74,-0.384963384,0.919,0.983,2.73E-69,severe-mod_vs_Healthy_clust_6,MYL12A,6,severe-mod,6,PLATE_1
8.60E-74,1.290329339,0.493,0.139,2.89E-69,severe-mod_vs_Healthy_clust_6,S100A9,6,severe-mod,6,PLATE_1
2.11E-70,1.384834007,0.293,0.002,7.08E-66,severe-mod_vs_Healthy_clust_6,CMPK2,6,severe-mod,6,PLATE_1
2.48E-70,-0.575944508,0.701,0.856,8.33E-66,severe-mod_vs_Healthy_clust_6,ODC1,6,severe-mod,6,PLATE_1
5.80E-70,1.161980665,0.529,0.218,1.94E-65,severe-mod_vs_Healthy_clust_6,HCST,6,severe-mod,6,PLATE_1
1.22E-68,-0.425941644,0.941,0.972,4.11E-64,severe-mod_vs_Healthy_clust_6,TAGLN2,6,severe-mod,6,PLATE_1
2.47E-67,0.902883174,0.617,0.299,8.28E-63,severe-mod_vs_Healthy_clust_6,IFI27L2,6,severe-mod,6,PLATE_1
4.61E-64,-0.437009333,0.988,0.995,1.55E-59,severe-mod_vs_Healthy_clust_6,PF4,6,severe-mod,6,PLATE_1
4.76E-64,-0.338817884,0.967,0.99,1.59E-59,severe-mod_vs_Healthy_clust_6,CAVIN2,6,severe-mod,6,PLATE_1
6.52E-60,-1.064778977,0.127,0.359,2.19E-55,severe-mod_vs_Healthy_clust_6,AQP10,6,severe-mod,6,PLATE_1
2.83E-59,0.355885393,1,1,9.50E-55,severe-mod_vs_Healthy_clust_6,FTH1,6,severe-mod,6,PLATE_1
1.12E-58,-0.523362735,0.801,0.9,3.76E-54,severe-mod_vs_Healthy_clust_6,GAPDH,6,severe-mod,6,PLATE_1
2.78E-56,0.424622326,0.941,0.939,9.31E-52,severe-mod_vs_Healthy_clust_6,HLA-E,6,severe-mod,6,PLATE_1
1.57E-53,-0.785224446,0.358,0.586,5.25E-49,severe-mod_vs_Healthy_clust_6,NCK2,6,severe-mod,6,PLATE_1
4.01E-53,-0.639459316,0.266,0.539,1.35E-48,severe-mod_vs_Healthy_clust_6,CA2,6,severe-mod,6,PLATE_1
1.08E-52,-0.96905057,0.223,0.455,3.61E-48,severe-mod_vs_Healthy_clust_6,LGALSL,6,severe-mod,6,PLATE_1
3.74E-52,-0.466664584,0.903,0.97,1.25E-47,severe-mod_vs_Healthy_clust_6,MT-CYB,6,severe-mod,6,PLATE_1
2.26E-50,-0.481651834,0.774,0.899,7.57E-46,severe-mod_vs_Healthy_clust_6,PRKAR2B,6,severe-mod,6,PLATE_1
6.43E-50,-0.794439956,0.152,0.379,2.16E-45,severe-mod_vs_Healthy_clust_6,ANAPC5,6,severe-mod,6,PLATE_1
1.30E-49,-0.916966022,0.23,0.451,4.38E-45,severe-mod_vs_Healthy_clust_6,TMEM91,6,severe-mod,6,PLATE_1
7.74E-48,-1.065547827,0.083,0.266,2.60E-43,severe-mod_vs_Healthy_clust_6,HEMGN,6,severe-mod,6,PLATE_1
1.01E-46,0.968976476,0.346,0.094,3.39E-42,severe-mod_vs_Healthy_clust_6,EVA1B,6,severe-mod,6,PLATE_1
